0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6009,  2.6633,  1.5363,  -0.98702,  1.7798,  -0.3877,  -1.0915,  1.7833,  -0.70203,  0.22881,  0.016107
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.32086, 0.10489,  0.50721,  -0.73487,  -0.059219,  0.58546,  -1.0746,  -0.75319,  -0.50317,  0.26544,  -0.13753
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37336,  0.77416,  -2.0908,  0.92807,  0.27782,  -1.9576,  -1.8413,  -1.8577,  -3.6886,  -0.15954,  -0.12236
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.62574,  -0.34659,  -0.4538,  2.6687,  2.2377,  2.2501,  -0.70457,  0.039144,  -0.49256,  -2.3626,  1.9289
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1425,  -1.7297,  -2.0542,  -2.6533,  1.7141,  0.81375,  -2.568,  1.2576,  1.0499,  -0.14908,  0.09912
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.075982,  0.28852,  1.4192,  -2.5403,  -1.8977,  -1.4049,  -0.69868,  -0.22571,  1.6384,  -0.63972,  0.69321
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.83975,  -0.014611,  -0.56221,  -1.1806,  -0.79998,  -1.3752,  -0.58196,  0.28981,  -0.35866,  -1.0105,  1.0457
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0225,  -1.2834,  0.047111,  0.95809,  -1.0616,  -0.24312,  0.83148,  -0.94387,  -0.19721,  -2.6654,  2.2944
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21016,  0.068634,  3.0369,  -0.039459,  -0.043313,  2.6733,  -3.1044,  -2.7117,  -0.086319,  0.090605,  -0.01198
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.69612,  2.0198,  -0.99293,  -0.33978,  1.9062,  -0.47737,  -0.1727,  1.8583,  -0.34172,  -2.2377,  1.9468
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.47003,  -0.50076,  -0.51335,  0.6349,  0.64942,  0.37378,  0.30032,  0.35768,  0.2657,  1.351,  -1.3432
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0. 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.
